CHEM_ID,CVHS-00001,CVHS-00002,CVHS-00003,CVHS-00006,CVHS-00007,CVHS-00008,CVHS-00009,CVHS-00010,CVHS-00011,CVHS-00012,CVHS-00014,CVHS-00018,CVHS-00023,CVHS-00024,CVHS-00025,CVHS-00027,CVHS-00028,CVHS-00029,CVHS-00030,CVHS-00031,CVHS-00034,CVHS-00035,CVHS-00039,CVHS-00040
182,-0.34526784,-0.177637528,-0.405646157,0.472271655,-0.51192227,0.116326876,0.479081645,0.298606043,0.291143397,-0.270622553,0.322961414,-0.689138036,-0.16036032,-0.196689626,-0.04058034,-0.287487512,0.025362511,0.040242819,0.358798278,0.038113634,-0.257590514,0.306140362,-0.141107782,-0.585812777
189,0.289052335,-0.043048332,0.080964479,-1.807010417,0.550152535,-0.873596254,0.789598159,0.535765054,-0.532038956,-0.857133733,0.1060516,-1.48865295,0.691028342,0.63994235,-0.891002614,-0.381643905,-0.248429641,-0.77152693,0.873711619,0.007624582,-0.010941098,0.343992356,0.022413071,-0.289456779
192,0.196331292,-0.130143011,-0.058830456,-1.871745333,1.364057661,-1.455191645,0.301039588,0.437432521,-0.978102266,-0.992515106,0.970007282,-4.53074443,0.258157275,0.022075784,-0.799270915,-1.454578167,-1.228520831,-2.438238939,0.383606152,-1.799681309,0.018931993,0.391582276,-2.872968693,-3.82267445
194,-0.044806618,0.002787478,-0.639096986,-0.188555706,1.322510411,0.18998118,1.185431294,-0.002795269,0.415681967,0.094167082,0.240241421,-0.326939374,0.037887576,-0.006283898,-1.250770206,0.077214303,0.107907658,0.669700982,-0.077126767,0.78067484,-0.130361245,0.445078108,0.408053208,0.634316944
209,-0.639871254,-0.060056259,-0.676009415,-2.258761874,-2.258761874,-2.258761874,2.170833498,1.333991949,-2.258761874,-2.258761874,0.762193747,-2.258761874,-0.632980174,-0.7286604,-0.90915276,-2.258761874,-2.258761874,-2.258761874,-0.292845906,-2.258761874,0.768280388,-0.369911346,-2.258761874,-2.258761874
211,1.512573914,0.492717068,-0.487450123,0.393206319,-0.625247071,-1.690836245,1.35490557,0.828070635,-1.980525068,-2.335167226,-0.133924529,-1.086598912,0.958749807,-0.373941681,0.359680939,-1.393299318,0.007358832,-1.356784693,1.519689792,-0.861685225,0.845561953,0.722059441,-1.52795454,-1.377378957
212,-1.30641811,-1.30641811,-1.30641811,0.010094291,0.660181396,-0.29095195,1.257744617,-1.30641811,0.50959395,-0.365434935,-1.30641811,-1.30641811,-1.30641811,-1.30641811,-1.30641811,-0.290848221,0.39386439,-1.30641811,-1.30641811,-0.010197225,0.965836806,-1.30641811,-0.824622857,-1.30641811
213,0.773409867,1.178388306,-0.337189795,-0.113630049,0.316041774,-0.543112236,0.961223406,0.849456221,-1.767762275,-1.767762275,-0.113236627,-1.767762275,1.444406122,0.343281993,-0.767901946,-0.212359495,0.406499366,-0.20547976,1.897728131,0.440369874,1.229483172,0.625436718,-0.573897508,-1.767762275
229,-0.496261164,-0.354554719,-0.500649714,-1.296817606,0.830101585,1.595417263,-0.74441308,-0.856137691,0.742410842,0.445469083,0.215225662,-2.70E-05,-0.177602892,0.443856153,-0.273166978,0.786998097,0.264939816,0.307303991,-1.446188285,1.391040002,-1.069251211,-0.11889429,0.619641515,1.286926791
231,0.635776456,0.177583417,-0.534934276,-0.151187508,0.25019779,-0.166443607,0.282927234,-0.023776248,0.748564999,-0.267313676,0.215907602,-0.091320874,0.693422762,0.247752424,-0.726734689,-0.122130241,-0.357486573,0.207374349,0.342222518,0.50269264,-0.408510398,0.146227555,0.053041605,0.584243699
232,0.205453995,0.498268091,-0.432399749,-1.461078934,-1.461078934,-1.461078934,0.53813328,0.523746728,-1.461078934,-1.461078934,-0.18826407,-1.461078934,0.499239445,-0.307789032,-1.461078934,-1.461078934,-1.461078934,-1.461078934,0.364204664,-1.461078934,0.175830642,0.47197501,-1.461078934,-1.461078934
234,-0.068606522,-0.004945743,-0.397116288,-0.890808496,-0.189215839,0.018920308,0.833195163,1.155192797,0.413361559,-0.170640466,0.370779592,-1.187377201,0.135396225,0.22031085,-1.116726386,-0.700986725,-0.336563004,0.034768011,1.217150477,-0.388320193,0.509409931,0.692406823,-0.519065643,-0.886133533
235,0.106253388,0.137775698,-0.334160885,-0.785653456,-0.785653456,-0.785653456,0.290062056,0.375432027,-0.785653456,-0.785653456,-0.222178628,-0.741930694,0.267758333,-0.009797335,-0.083948253,-0.785653456,-0.371658957,-0.785653456,0.04288084,-0.785653456,0.530021558,-0.096787724,-0.785653456,-0.785653456
240,0.141675231,0.63174377,0.060146766,0.006674677,1.26973613,-1.816579789,-0.151892666,-0.176667275,-0.700287393,0.795871483,-0.258755646,-2.354879758,0.184965255,0.774718713,-0.031405329,-0.185489531,-0.799919557,-0.955632906,0.060287985,-0.249228892,-0.118474585,-0.501503094,-0.59207332,-1.555907533
241,1.453806875,0.653153872,0.111503839,-0.652376105,-0.198055389,-0.593736014,2.088669791,1.315837752,-0.040741221,-0.704241686,0.137050016,-1.401711039,1.794611251,0.322541306,-0.318903078,-1.267089897,-1.234458233,-0.101184551,0.89620259,-0.833040099,1.504746282,1.323233775,-0.827976872,-1.687511679
244,0.380593171,0.569336075,0.096257529,-0.808041871,-0.16945683,-0.919955968,0.717765211,1.21077412,-0.057419988,-1.343445586,0.712948489,-1.154527943,1.381130742,0.24140313,-0.193521376,-0.805254267,-0.844512134,-0.496268968,1.176679684,-0.432944439,1.239197338,0.67928265,-0.426799794,-0.51404632
250,-0.4194205,-0.203366699,-0.193525035,0.112439941,1.678045671,0.696251257,-1.52259941,-0.583415394,0.437075176,-0.284686026,-0.25194599,-0.343678796,-0.769078094,-0.076749607,-0.846702058,0.757090996,1.558314205,0.595988013,-1.52259941,1.080212918,-0.703533833,-0.537773224,1.032609033,0.53210853
251,-0.31581812,-0.072385825,0.723193482,-1.199605403,-1.199605403,-1.199605403,-0.323642305,0.020073945,-1.199605403,-1.199605403,-1.129796004,-1.199605403,-0.020485177,0.148422207,0.665013123,-1.199605403,-1.199605403,-0.525656478,-0.353918894,-1.199605403,-0.207647402,-0.589641332,-1.199605403,-1.199605403
252,0.721083636,0.795796962,-0.15445314,-1.629072871,-1.460112348,-2.517392403,0.674618559,0.360770445,-1.913371764,-1.786646308,1.058368341,-3.046406396,1.045616349,0.054045184,-0.714931642,-0.881784458,-1.330614057,-1.776998168,0.338745015,-2.185749106,0.708508535,0.688491646,-1.555596175,-1.768429718
254,0.29449211,-0.413280187,0.244499173,0.139603213,-0.037311178,-0.945139227,0.160791831,-0.41177362,-0.201229243,-0.453643782,3.387153125,-0.945139227,0.054804492,-0.210266769,-0.945139227,-0.335749597,0.030891236,-0.684315425,-0.08060881,-0.337131798,0.786605926,0.993020906,-0.455151805,-0.945139227
266,-0.338702124,0.059472209,-0.416418461,2.201046419,2.382289004,1.549099269,-0.134834301,0.058417369,2.224618803,1.941473906,-0.250923491,2.273338374,-0.216138767,-0.202898761,-0.323072938,1.842355525,1.341983366,1.992414572,0.031648834,1.922591866,-0.523970348,-0.329098387,2.44717406,2.45955192
267,-0.030801166,-0.520509151,0.839252281,-2.337831223,-2.476420998,-1.554623395,0.571026788,-0.335757536,-0.73071983,-1.966501431,0.844490733,-2.047899446,-0.977039062,1.19837269,0.598476516,-2.382085138,-1.91051708,-1.05146066,-0.595649924,-0.886808947,0.218453967,-0.047334476,-1.569198331,-0.966299581
275,-0.259204675,0.01761324,0.208126679,-0.747224129,1.180030026,-1.17032971,-0.038769852,0.386524684,-1.596504972,-1.078315728,0.291000949,-1.116701133,0.335357514,-0.017929036,0.165227337,-0.182373616,-0.100999021,-0.282835678,-0.231325718,0.424684776,0.108198796,-0.101827893,0.492430155,-0.999494255
278,-0.309240539,-0.085405603,0.18372898,-0.50827504,0.760394075,-0.478678072,-0.01211436,-0.069523272,-0.743810654,-0.232476533,0.322842226,-0.732003429,-0.035302091,0.108775943,-0.236513361,0.195718351,0.497407447,0.100613682,-0.212948837,-0.180488454,0.081902077,0.423477868,0.051892428,-0.6769668
279,-1.129869562,-1.237980945,-1.1469126,0.616628342,1.435916423,0.424515253,-0.330367446,0.420447777,1.229002809,0.217176884,0.22157308,-0.463970634,-1.005354342,-0.111450854,-1.237980945,1.501331157,0.797560257,0.786832738,0.629231065,0.650242966,-0.215044327,-0.190647748,1.892035647,1.681247991
282,0.838090513,1.206153328,0.493943869,-0.630184556,-0.471139155,-1.055007158,0.600458596,0.039270261,-0.94908952,-1.934799272,0.338332249,-1.794068418,1.314816238,0.671442907,-0.501649575,-1.184497509,-1.140084445,-0.681134372,0.751698525,-1.375145395,0.498950373,0.535126509,-1.475088399,-0.93820744
297,-1.232462919,0.033000587,-0.789111673,0.503259616,1.143188562,1.397846651,0.054695185,0.623190249,1.137855241,1.215737222,-0.354841791,1.017160648,-0.034126901,-0.056383358,-0.519500831,1.327662073,1.557847218,0.951490174,0.219985222,0.715919357,-0.379867873,-0.419475467,0.976675865,0.845499186
298,-0.137597934,-0.069079596,-0.747452223,-3.150882473,-1.555925929,-3.150882473,0.669857888,0.310805496,-3.150882473,-3.150882473,0.481618474,-3.116269163,0.612698433,-0.631893388,-0.532783674,-3.150882473,-3.150882473,-3.150882473,0.51962931,-3.150882473,-0.03390617,0.010793463,-3.150882473,-1.543033551
302,-0.584855575,0.129792851,0.004785821,1.251872478,1.889911606,1.020639304,-0.731801812,0.107206472,0.889514341,0.427519201,-0.838572908,0.843995075,-1.189790434,0.153145456,-1.030314487,1.229320918,1.60744605,1.57720429,-0.524937649,0.363255809,-1.601285784,-0.874375616,1.755745624,2.163920723
310,-0.024814361,-0.044860362,0.045683414,-1.368595858,-0.10547873,-1.560985296,0.111038707,0.112992277,-1.073025155,-1.088423737,0.319612245,-1.501417455,0.283082168,0.255696329,0.09618232,-0.593924585,-0.213143946,-0.606801258,0.175979544,-1.238210647,0.542293943,0.612073405,-0.964241735,-1.730162852
311,-0.377795571,-0.647702548,-0.011615014,-1.090546532,-1.090546532,-1.090546532,0.442949747,1.025654059,-0.67610707,-1.090546532,0.011481653,-1.090546532,0.103286022,-0.387692954,0.341905298,-1.090546532,-1.090546532,-0.402916607,1.37784621,-1.090546532,0.417357044,0.591916867,-1.090546532,-1.090546532
313,-0.384208673,0.036336722,-0.66252223,0.546836757,0.993923433,0.925481484,0.173880909,0.672199161,0.565646733,0.698690482,-0.275896548,0.494442747,0.131768644,-0.317162931,-0.406690496,1.002461093,1.327681776,1.033025643,0.308811568,0.309435841,-0.306743471,-0.273629472,0.723843898,0.611860586
314,-1.103097019,-2.513613176,-0.058869401,0.234929613,0.503917919,1.480625878,-1.753576095,0.789074047,0.652218071,0.827644423,-1.809215386,-1.596688641,-0.438242932,-0.038189134,0.052167914,0.379036432,-1.145592173,-0.140264812,1.062737169,1.002605873,0.459050956,-0.649605969,0.786277167,1.694193205
327,0,-1.355695511,-0.974563325,-1.355695511,-1.355695511,-1.355695511,0.621203791,0.302100222,-1.355695511,-1.355695511,-1.076203918,-1.355695511,0.63887011,-0.640982818,-1.355695511,-1.355695511,-1.355695511,-1.355695511,0.572179239,-1.355695511,0.981447412,0.832598673,-1.355695511,-1.355695511
330,-0.024814089,0.471552034,0.288822456,-1.558640315,-2.912165113,-2.230280148,0.327619927,1.128362347,-1.506880808,-1.385347151,0.358247596,-3.531401167,0.048211106,0.02421323,-0.23877716,-2.233716061,-2.368119187,-3.124280918,0.252844015,-3.431540514,-0.443369025,-0.278753801,-2.661383391,-3.28829835
338,0.090703171,0.048704181,-0.061801862,-1.844495997,-2.289656094,-2.851523035,0.663973774,0.602328265,0.140718706,0.251817513,-0.724390049,-1.701835758,0.357717498,-0.051198269,-1.085070107,-2.851523035,-2.851523035,-2.851523035,0.463579295,-2.851523035,1.339122762,0.715215451,-2.851523035,-2.851523035
339,0.788864803,0.766637186,0.185398624,-2.692076267,-0.806519431,-2.549174759,1.294019322,0.827760108,-2.296674916,-2.556424934,0.811125758,-2.692076267,1.238507353,0.369850976,-0.364632395,-2.52022601,-2.593988206,-2.247935951,0.848792857,-2.236573703,1.078417173,1.190741333,-2.324505601,-2.193323924
340,-0.091735228,-0.265389747,-0.321110246,-0.519162371,0.095571261,-0.147205739,0.354522778,0.504600166,0.339449467,-0.053039129,0.146260811,-0.356472317,0.071465427,0.04868585,-0.731887806,0.129038256,-0.017971562,-0.054700582,0.499195015,0.184566009,0.22136201,0.287859562,0.309277194,0.200689948
342,-1.241572897,-1.241572897,-1.241572897,-0.06445429,0.64635375,0.193341107,-1.241572897,-1.241572897,0.104354286,0.111327836,-0.110740898,0.845834602,-1.241572897,-0.068868708,-1.241572897,2.722358206,3.213745537,0.863557932,-1.241572897,2.35839098,-1.241572897,-1.241572897,3.416141899,2.308042297
344,-0.777711796,-0.570795958,-0.187870943,1.571846481,0.666886042,0.746324434,-0.381378125,-0.237809649,-0.245923196,0.959031671,0.142838605,-0.008757653,-0.869266441,0.386278403,-0.464333514,1.359808636,0.956794871,0.572171806,-0.594471496,0.157330302,-0.435192969,-0.297268399,0.369520998,-0.672734998
348,-0.145833941,-0.140080199,-0.494931307,-0.800030322,0.260794753,-0.846370327,0.59376501,0.60937886,-0.387828351,-0.543110874,-0.089970677,-0.163547956,-0.136755315,-0.395514165,0.017496625,-0.704246796,-0.119828816,-0.921676221,0.919407106,0.023703786,-0.33942909,-0.166427316,0.283753501,0.527865737
354,0.155483748,-0.535525728,0.078641106,-2.834939444,-2.834939444,-2.834939444,1.386679539,0.749660951,-2.834939444,-2.834939444,1.033026803,-2.834939444,0.257928803,-0.085357468,0.088200697,-2.834939444,-2.834939444,-2.834939444,0.907770058,-2.834939444,1.307452738,1.398924183,-2.834939444,-2.834939444
355,-0.057620634,-0.047899922,-0.411769972,-0.288011152,-0.127899638,0.235703482,0.245129948,0.126943938,0.333297111,0.457835709,0.002278609,-0.094912403,0.032958769,0.113195987,-0.846555407,0.644464079,0.381250531,0.103751688,0.297798877,0.447727212,-0.40340314,-0.138889713,0.579204289,0.274207232
358,1.301089518,0.499549657,0.297058797,-1.330879144,1.333088242,0.10162627,0.594600481,0.444984895,-0.662104239,-0.745586984,0.836444773,-1.71003595,-0.363155507,0.604667736,0.008453477,1.213353523,0.259093615,-0.344893306,0.234060352,-0.617272332,-0.008525548,0.050802189,0.258435313,-0.526808586
361,0.531237017,0.680729975,0.027063307,0.05218563,0.440054035,-0.033466577,0.592928827,0.216079706,-0.815112203,-1.412422825,-0.14722647,-0.070334236,1.197986564,0.355585696,-0.512539339,0.129114575,0.363422398,-0.314390547,1.039701159,-0.316588551,0.497690497,0.187512033,-0.02892159,-0.027816152
363,-0.320897968,-0.13801144,0.00465968,0.354059353,0.288086122,-0.191988704,-0.150269654,0.192613122,-0.590932196,-0.172297034,0.509728471,-0.235840373,-0.587563474,0.4014388,0.454633678,0.981694452,0.792148823,-0.216420133,-0.934571445,-0.469470524,0.269812732,-0.282226431,-0.326454863,0.050024636
376,-0.181246577,-0.165155627,-0.25598792,-0.183890111,0.103481019,-0.043974538,0.103151745,0.317919842,0.255929147,0.000941757,0.184447414,-0.230689918,-0.119219304,0.16138821,-0.462996936,0.064575356,-0.055055957,0.013085937,0.349578616,0.115983838,-0.083374758,0.065353116,0.117727306,0.139532315
381,0.196037691,0.132761604,0.054868251,-1.017514857,-0.509580471,-1.156134346,0.533604379,0.362513669,-0.781334651,-1.398378813,0.416747841,-1.67797643,0.318847581,0.14534008,-0.081501398,-1.057262197,-1.004773154,-1.00725439,0.482139109,-0.656863924,0.730257997,0.68956351,-1.144279603,-1.008079075
382,0.746848006,0.879877637,0.088034618,-1.396340571,-1.250166389,-1.133024324,1.041281843,1.117857235,-0.572282448,-1.188497239,0.118266637,-0.927595342,1.589396167,0.884462962,-0.345767685,-0.848464769,-1.096762736,-0.730459103,1.372582666,-1.251278059,1.378295504,1.21283885,-1.051949751,-0.542467643
391,-0.549706221,-1.993150233,-0.026315001,0.154523223,0.266505823,0.378475159,1.48907345,1.302714054,-0.401322469,0.12996729,0.493757366,-0.781489315,-0.156404741,0.529861063,-0.493723655,0.196647152,0.380182862,0.477685689,1.367117614,0.068970387,0.677471761,1.006259203,-0.004031965,-0.983040702
392,-1.463136485,-0.07959785,-0.284406896,-1.463136485,-1.463136485,-1.463136485,1.206273414,0.706093174,-1.463136485,-1.463136485,-0.731706502,-1.463136485,0.116291993,0.019527763,-1.463136485,-1.463136485,-1.463136485,-1.463136485,0.308734913,-1.463136485,0.131233688,0.560546297,-1.463136485,-1.463136485
397,-0.260399373,-0.297071538,-0.39425846,-0.206104605,0.174300575,0.014824034,0.197865958,0.366194192,0.29561526,-0.063468132,0.229081163,-0.311471389,-0.106204005,0.123125777,-0.639060954,0.090444786,-0.071204028,0.069371193,0.394317065,0.249934197,-0.104250426,0.091238293,0.088090116,0.151675104
405,-0.768259535,-0.554259286,0.329081773,0.704885762,0.500893769,0.634875071,-0.650928931,-0.172899924,0.344111566,-0.213834746,-1.10439472,0.381029677,-0.74038591,-0.187749899,-1.128563833,0.093088517,0.143704191,0.78455582,-0.659657795,0.199310659,-1.231620309,-0.566229218,0.125828084,1.193929342
407,0.000190294,-0.670562524,-0.561920051,-0.366185546,0.148505142,0.034908287,0.609660486,0.484170155,0.228405177,-0.168102589,0.097380442,-0.712899574,0.032423339,0.105136025,-0.82864766,0.001762851,0.063408476,0.245375774,0.450364326,0.349601152,0.149115272,0.293105229,-0.035200185,-0.041757719
409,0.160157978,-0.002504689,0.628512516,-2.112512395,-2.218948578,-2.307857306,0.291360056,1.414939649,-1.290021902,-1.213851339,0.519409655,-2.680516359,0.002498431,0.28414518,0.233517339,-1.886621934,-1.927292029,-2.255507405,0.546520797,-2.504213614,-0.156350305,-0.261292025,-2.265146692,-2.411985513
415,0.146713499,-0.091707123,-0.405767971,-0.324990027,0.208069755,-0.079170047,0.734470848,0.732934996,0.449686898,-0.216223729,0.240723403,-0.340287659,0.233265688,0.271453974,-0.736518945,-0.031962364,-0.185185131,0.259892603,0.812559762,0.300554034,0.277448857,0.50582131,-0.02102125,0.199005756
418,0.058081705,0.724015541,0.084745362,-0.547877433,0.481901597,-0.251180689,0.438442318,-1.038574471,-0.038218381,-0.356167988,-0.234192374,-0.454201774,0.109907808,0.412843141,-0.145013117,-1.038574471,-1.038574471,-1.038574471,-0.344177688,-0.330157424,-0.091572068,0.132168261,-0.668024907,0.230745355
424,-0.047482879,-0.440886105,-0.339085372,0.056448142,1.632288779,2.247798971,-0.656444285,-0.010679963,2.851431888,1.677041846,-0.53157141,1.699592262,0.389485685,-0.093910056,1.045010503,1.632873253,-0.803023281,1.686149525,-0.018187197,2.264598742,0.09159851,0.72717188,1.831392795,2.567059361
432,0.10044616,-0.057930502,0.044892674,0.071790467,0.36129901,0.295498082,0.754434924,0.522778928,-0.322957134,-0.680412592,-0.187625475,0.094083942,0.689303608,-0.035102891,0.035025676,-0.226228156,0.153733961,-0.464595374,0.730666239,-0.245305377,0.672648418,0.377193784,0.269188685,2.077600711
437,0.87552729,-0.011662786,-0.476764483,0.252271715,0.219083723,0.308352661,-0.315905477,-1.113280835,-0.121223588,0.269153954,-1.656942376,0.450541549,-0.028345499,0.557436971,-0.601620112,-0.053256044,0.702793158,0.15183037,-0.664963665,0.931156022,-0.825556829,-0.285207665,0.399129653,0.531038742
439,-0.036328507,-0.21635776,-0.227644489,0.251041461,1.703958632,2.187837743,-0.241698646,0.190624238,3.496472365,1.74940009,-0.363695931,2.007708593,0.461501069,-0.075059367,0.889883475,1.834049311,-0.56938564,1.728489648,0.345631587,2.072355434,0.307538666,0.763005102,2.02264686,2.799246624
444,-0.002816758,-1.311522496,-0.374144341,-0.244684626,-0.142662341,0.072513559,1.413540843,1.213002891,-0.583475312,-0.173921664,0.770816562,-0.567331176,0.353840478,0.358430592,-1.033193542,0.702152518,1.910823424,0.554164282,1.384660754,1.692542516,1.495340774,1.451104929,1.505772568,0.270039222
